ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code
myv,Mordwinisch,,,,erzy1239,
oss,Ossetian,,,,iron1242,
romi,Romani,,,,,
ron-mol,Moldavan,,,,,
rut,Chal,,,,rutu1240,
tab,Tabassaran,,,,taba1259,
tat-mid,Middle Tatar,,,,,
tkr,Caxur,,,,tsak1249,
udm,Udmurt,,,,udmu1245,
udm-nor,northern,,,,,
vep,Veps,,,,veps1250,
vot,vote,,,,voti1245,
xal,Kalmyk-Oirat,,,,kalm1243,
xcv,Chuvants,,,,chuv1256,
yuu,Yugh,,,,yugh1240,
was,Washoa,,,,wash1253,
wash,Washoan Isolate,,,,,
09x,Patwin,,,,patw1250,
wint,Wintoon,,,,,
wit,Wintu,,,,wint1259,
wit-hil,Patwin,,,,,
wit-hpa,Patwin,,,,,
wit-npa,Patwin,,,,,
wit-pat,Patwin,,,,,
wit-riv,Patwin,,,,,
wit-rpa,Patwin,,,,,
wit-shp,Southern Hill Patwin,,,,,
wit-spa,Patwin,,,,,
090,Old Lithuanian,,,,oldl1240,
q1s,Kings River,,,,,
qr0,Tule-Kaweah,,,,,
yok,Yokuts,,,,yoku1256,
yok-far,Valley Yokuts,,,,,
yok-kin,Kings River,,,,,
yok-nor,Valley Yokuts,,,,,
yok-sou,Valley Yokuts,,,,,
yok-tlw,Tule-Kaweah,,,,,
yok-val,Valley Yokuts,,,,,
yoku,Yokuts,,,,,
yuc,Uchean,,,,yuch1247,
yuch,Uchean,,,,,
zun,Zuni,,,,zuni1245,
zuni,Zuni,,,,,
abe,Western Abenaki,,,,west2630,
alq,Algonkin,,,,algo1255,
arp,Arapaho,,,,arap1274,
chey,Cheyenne,,,,,
chy,Cheyenne,,,,chey1247,
crg,Michif,,,,mich1243,
ecre,East Cree,,,,,
iaam,Sauk-Fox-Kickapoo,,,,,
kic,Kickapoo,,,,kick1244,
mdmb,Delaware,,,,,
mez,Menominee,,,,meno1252,
mnmn,Menominee,,,,,
moe-cen,Central Montagnais,,,,,
moe-eas,Eastern Montagnais,,,,,
moe-wes,Western Montagnais,,,,,
mtgn,Innu,,,,,
nsk-eas,Eastern Naskapi,,,,,
nsk-wes,Western Naskapi,,,,,
nskp,Naskapi,,,,,
pot,Potawatomi,,,,pota1247,
ptwt,Potawatomi,,,,,
sac,Sauk-Fox,,,,mesk1242,
sjw,Shawnee,,,,shaw1249,
umu,Munsee,,,,muns1251,
yur,Pekwan,,,,yuro1248,
yuro,Yurok,,,,,
chik,Chinook,,,,,
wac,Wasco-Wishram,,,,wasc1239,
ems,"South Alaska ""Eskimo""",,,,paci1278,
esi,"""Eskimo""",,,,nort2943,
esk,Seward Peninsula Inupiaq,,,,nort2945,
ess,St. Lawrence Island Yupik,,,,cent2128,
esu,Central Alaskan Yup'ik,,,,cent2127,
ike,"Inuktitut, Eastern Canadian",,,,east2534,
ikt,Canadian Inuit,,,,west2618,
inui,Inupiaq,,,,,
kal,West Greenlandic,,,,kala1399,
kal-eas,East Greenlandic,,,,,
kal-wes,West Greenlandic,,,,,
ynk,East Cape,,,,nauk1242,
yupi,Western Eskimo,,,,,
cay,Cayuga,,,,cayu1261,
chr,Cherokee,,,,cher1273,
lptd,Iroquois Proper,,,,,
moh,Mohawk,,,,moha1258,
one,Oneida,,,,onei1249,
ono,Onandaga,,,,onon1246,
see,Tsonnontouan,,,,sene1264,
siro,Southern Iroquoian,,,,,
tuno,Tuscarora-Nottoway,,,,,
tus,Tuscarora,,,,tusc1257,
kla,Klamath-Modoc,,,,klam1254,
klmo,Klamath,,,,,
nez,Nez Perce,,,,nezp1238,
qot,Sahaptin,,,,,
shap,Sahaptian,,,,,
tqn,Tenino,,,,teni1238,
uma,Umatilla,,,,umat1237,
waa,North Sahaptin,,,,wall1238,
yak,Northwestern,,,,yaki1237,
clm,Klellam,,,,clal1241,
csal,Coast Salish,,,,,
lut,Puget Sound Salish,,,,lush1252,
sec,Siciatl,,,,sech1246,
chwi,Winnebago-Chiwere,,,,,
cro,Crow,,,,crow1244,
dak,Santee,,,,dako1258,
dheg,Dhegihan,,,,,
hid,Hidatsa,,,,hida1246,
iow,Chiwere,,,,iowa1245,
ksk,Osage,,,,kans1243,
mann,Mandan,,,,,
mhq,Mandan,,,,mand1446,
misv,Missouri River,,,,,
oma,Omaha-Ponca,,,,omah1247,
osa,Osage,,,,osag1243,
win,Hocak Wazijaci,,,,hoch1243,
swak,Nootkan,,,,,
myh,Maanyan,,,,maka1318,
tequ,Tequistlatecan,,,,,
cqch,Central Quechua,,,,,
quea,Yungay,,,,,
queb,Northern Chinchay,,,,,
quec,Southern,,,,,
quew,Central Quechua,,,,,
pnb,Standard Lahnda,,,,west2386,
aiw,Ari-Galila,,,,aari1239,
wya,Huron,,,,wyan1247,
ojc,Ojibwa,,,,cent2136,
qgl,Erie,,,,,
mia,Piankishaw,,,,miam1252,
ciw,Ojibwe (Minnesota),,,,chip1241,
qes,Mascouten,,,,,
nah,Nahuatl (Milpa Alta),,,,,
pol-kaz,Kaszuby,,,,,
pol-maz,Mazovian,,,,,
kmr,"Kurdish, Northern",,,,nort2641,
ara,Arabic,,,,arab1395,
eira,Eastern Iranian,,,,,
trks,Turkish,,,,,
azb-ira,Northern Iranian,,,,,
kur,Kurdish,,,,kurd1259,
kurd,Kurdish,,,,,
neir,Northern Eastern Iranian,,,,,
bdl,Bajau (Indonesian),,,,indo1317,
ofbc,French based,,,,,
aucr,Australian Creole,,,,,
oebc,English based,,,,,
aupi,Australian Pidgin,,,,,
mal,Malayalam,,,,mala1464,
kan,Madrassi,,,,nucl1305,
idb,Indo-Portuguese,,,,dama1278,
kfa,Khurgi,,,,koda1255,
tam,Damulian,,,,tami1289,
guj-ptn,Saurashtri,,,,,
sci,Sri Lankan Creole Malay,,,,sril1245,
koq,Ikuta,,,,kota1274,
kfi,Kurumba,,,,kann1253,
tel,Tailangi,,,,telu1262,
url,Uraly,,,,ural1274,
iru,Iruḷa,,,,irul1243,
tcy,Tulu,,,,tulu1258,
sin,Sinhala,,,,sinh1246,
knn,Marathi of Central and North Konkan,,,,konk1267,
krga,Koraga,,,,,
tcx,Todi,,,,toda1252,
iru-nor,Kasuba,,,,,
ved,Veddah,,,,vedd1240,
bfq,Badugu,,,,bada1257,
emnd,Eastern Mande,,,,,
wmnd,Western Mande,,,,,
ccsm,Central Central-Southwestern Mande,,,,,
hau-wes,Western Hausa,,,,,
ars,"Arabic, Najdi Spoken",,,,najd1235,
yud,"Arabic, Judeo-Tripolitanian",,,,jude1264,
yhd,"Arabic, Judeo-Iraqi",,,,jude1266,
arz,"Arabic, Egyptian Spoken",,,,egyp1253,
arq,"Arabic, Algerian Spoken",,,,alge1239,
ajp,Arabic (Negev),,,,sout3123,
mlsb,"Mixed Language, Songhay-Berber",,,,,
eber,Eastern Berber,,,,,
qb8,Berber (Figuig),,,,,
nwwm,Northwestern Western Mande,,,,,
cswm,Central/South-west Mande,,,,,
hau-eas,Eastern Hausa,,,,,
hau-nor,North Hausa,,,,,
pga,"Arabic, Sudanese Creole",,,,suda1237,
ayp,"Arabic, North Mesopotamian Spoken",,,,nort3142,
jye,"Arabic, Judeo-Yemeni",,,,jude1267,
aju,"Arabic, Judeo-Moroccan",,,,jude1265,
acw,"Arabic, Hijazi Spoken",,,,hija1235,
ayl-eas,Arabic (Eastern Libyan),,,,,
ary,Arabic (Moroccan),,,,moro1292,
jbe,Judeo-Berber,,,,jude1262,
bbpr,Berber Proper,,,,,
men,Mende,,,,mend1266,
eemd,Eastern Eastern Mande,,,,,
txh,Thracian,,,,thra1250,
hell,Hellenic,,,,,
thra,Thracian,,,,,
xce,Celtiberian,,,,celt1247,
iran,Iranian,,,,,
